1981,DAILY,SILVER
24-Feb-88,624.4,353.4
25-Feb-88,620.05,352.4
26-Feb-88,620.5,350.35
29-Feb-88,613.75,346.9
01-Mar-88,620.8,350.15
02-Mar-88,624.05,351.85
03-Mar-88,620,350.8
04-Mar-88,626.65,354.55
07-Mar-88,636,353.5
08-Mar-88,637.85,347.8
09-Mar-88,629.25,341.45
10-Mar-88,638.75,346.6
11-Mar-88,633,341.9
14-Mar-88,623,335.2
15-Mar-88,626.75,338.4
16-Mar-88,636.9,344.65
17-Mar-88,630.9,342.15
18-Mar-88,631.9,346.45
21-Mar-88,636.25,347.75
22-Mar-88,643.25,351.8
23-Mar-88,647.6,352.95
24-Mar-88,667,362
25-Mar-88,661.75,361
28-Mar-88,665,358.7
29-Mar-88,663.9,356.35
30-Mar-88,668.95,359.3
31-Mar-88,675.15,359.1
05-Apr-88,673,356.85
06-Apr-88,660.25,351.1
07-Apr-88,646,346.1
08-Apr-88,641.5,343.05
11-Apr-88,640.5,344.55
12-Apr-88,644,347.45
13-Apr-88,637.25,345.45
14-Apr-88,635.55,344.95
15-Apr-88,646,343.25
18-Apr-88,649.5,342.75
19-Apr-88,642,339.15
20-Apr-88,647.2,341.45
21-Apr-88,642.9,339.45
22-Apr-88,641.15,339.45
25-Apr-88,641,340.85
26-Apr-88,638.25,339.65
27-Apr-88,637,340.35
28-Apr-88,649.5,346.15
29-Apr-88,646.25,343.4
03-May-88,635.75,339.6
04-May-88,631.75,338.9
05-May-88,635.25,340.25
06-May-88,636.5,340.95
09-May-88,637.5,339.35
10-May-88,645,342.6
11-May-88,654.25,347
12-May-88,653,347.45
13-May-88,655,346.45
16-May-88,666.5,352.4
17-May-88,658.5,351.5
18-May-88,656,352.9
19-May-88,672.5,360.35
20-May-88,662,354.9
23-May-88,676,361.95
24-May-88,669.4,357.6
25-May-88,664,355.95
26-May-88,657,352.95
27-May-88,658.5,354.6
31-May-88,660,357.55
01-Jun-88,670.85,366.9
02-Jun-88,676,372.45
03-Jun-88,722,401.35
06-Jun-88,723.25,400.6
07-Jun-88,728,401.65
08-Jun-88,719.1,394.8
09-Jun-88,698.25,384.5
10-Jun-88,713,391.85
13-Jun-88,698,382.95
14-Jun-88,698,384.45
15-Jun-88,702.75,393.25
16-Jun-88,716.1,399.75
17-Jun-88,711.35,399.4
20-Jun-88,722.5,404.2
21-Jun-88,718.45,402.4
22-Jun-88,709.9,399.85
23-Jun-88,699.35,399.15
24-Jun-88,691.35,396.2
27-Jun-88,684.25,402.6
28-Jun-88,696.25,403.25
29-Jun-88,670.9,392.55
30-Jun-88,665,388.9
01-Jul-88,668.6,393.35
04-Jul-88,671.25,396.95
05-Jul-88,672.5,395.7
06-Jul-88,677.5,395.4
07-Jul-88,694.5,404.15
08-Jul-88,694.6,405.7
11-Jul-88,709.5,417.85
12-Jul-88,689,407.2
13-Jul-88,697,411.2
14-Jul-88,724.15,427.75
15-Jul-88,732.25,435.2
18-Jul-88,724,436.55
19-Jul-88,715.1,423.9
20-Jul-88,782.15,457.75
21-Jul-88,776,450.1
22-Jul-88,770.75,443.9
25-Jul-88,758.1,436.95
26-Jul-88,698.65,406.6
27-Jul-88,692.75,406.4
28-Jul-88,677.75,391.4
29-Jul-88,680,397.65
01-Aug-88,686.25,401.2
02-Aug-88,682.25,397
03-Aug-88,676,396
04-Aug-88,685.2,400.75
05-Aug-88,683.5,400.9
08-Aug-88,679.75,400.8
09-Aug-88,669.9,392.8
10-Aug-88,660.2,391.25
11-Aug-88,669.75,393.25
12-Aug-88,671.65,392.75
15-Aug-88,669.5,391.35
16-Aug-88,675.25,395.1
17-Aug-88,662,388.95
18-Aug-88,664.85,390.85
19-Aug-88,667.5,392.35
22-Aug-88,662,392.5
23-Aug-88,673.65,400.1
24-Aug-88,672.75,400.1
25-Aug-88,677.9,403.05
26-Aug-88,670.5,397.15
30-Aug-88,651,386.4
31-Aug-88,645.9,384.1
01-Sep-88,654.75,389.75
02-Sep-88,656.9,393.1
05-Sep-88,648.95,385.25
06-Sep-88,653.75,384.15
07-Sep-88,650.9,381.65
08-Sep-88,657,387.1
09-Sep-88,663.25,390.15
12-Sep-88,642.2,378.65
13-Sep-88,644.3,379.35
14-Sep-88,651,384.95
15-Sep-88,648.75,386.6
16-Sep-88,643.25,383.45
19-Sep-88,629,375.1
20-Sep-88,634.6,377.25
21-Sep-88,618.85,369
22-Sep-88,616.65,368.9
23-Sep-88,623.75,374.2
26-Sep-88,609.85,367.4
27-Sep-88,614.5,367.2
28-Sep-88,617.5,366.45
29-Sep-88,621.25,368.8
30-Sep-88,616.9,365.75
03-Oct-88,612.4,361.65
04-Oct-88,620.7,366
05-Oct-88,622.25,367.6
06-Oct-88,632.3,373.15
07-Oct-88,631,372.15
10-Oct-88,634.85,371.15
11-Oct-88,633.5,368.65
12-Oct-88,625.5,362.1
13-Oct-88,633.25,364.55
14-Oct-88,627.9,359.6
17-Oct-88,634.25,361.8
18-Oct-88,641.4,367.15
19-Oct-88,632.15,361.25
20-Oct-88,634,359.5
21-Oct-88,634,360.25
24-Oct-88,622,355.55
25-Oct-88,623.5,356.5
26-Oct-88,625,356.8
27-Oct-88,623,350.9
28-Oct-88,621.4,352.05
31-Oct-88,630.75,354.25
01-Nov-88,627.5,355.15
02-Nov-88,634.75,357.8
03-Nov-88,650.25,365.1
04-Nov-88,640.1,359.9
07-Nov-88,642.5,362.05
08-Nov-88,647.9,364.05
09-Nov-88,640.75,359.2
10-Nov-88,651.75,362.75
11-Nov-88,643.9,355.65
14-Nov-88,638.5,354.15
15-Nov-88,643,355.45
16-Nov-88,638,352.9
17-Nov-88,632.6,345.1
18-Nov-88,620.75,342.2
21-Nov-88,613.85,337.95
22-Nov-88,606.5,332.05
23-Nov-88,610.5,333.6
24-Nov-88,614,334.35
25-Nov-88,613.65,333.7
28-Nov-88,616.5,335.05
29-Nov-88,613.65,332.85
30-Nov-88,606.9,328.4
01-Dec-88,616.25,332.2
02-Dec-88,610.75,329.9
05-Dec-88,618.85,331.1
06-Dec-88,615.4,329.25
07-Dec-88,610.6,329.7
08-Dec-88,617.25,333.6
09-Dec-88,612.15,331.6
12-Dec-88,614.1,333.55
13-Dec-88,614.1,335.3
14-Dec-88,613.5,337.2
15-Dec-88,619.25,338.1
16-Dec-88,608,333.8
19-Dec-88,609.05,334.2
20-Dec-88,608.1,336.5
21-Dec-88,611.6,338.95
22-Dec-88,611,338.9
23-Dec-88,612.3,340.15
28-Dec-88,609.35,340.5
29-Dec-88,607,338.9
30-Dec-88,605,334.05







1989,DAILY,SILVER
 ,US¢,GBP
03-Jan-89,607,332.6
04-Jan-89,602.75,332.15
05-Jan-89,595.75,330.25
06-Jan-89,597.25,333.6
09-Jan-89,593,336.55
10-Jan-89,596,337.6
11-Jan-89,590.9,333.05
12-Jan-89,595.6,332.75
13-Jan-89,591.15,333.6
16-Jan-89,587.35,332.7
17-Jan-89,590.6,333.3
18-Jan-89,593.5,336.55
19-Jan-89,592.25,337.55
20-Jan-89,599,339.65
23-Jan-89,616.25,348.15
24-Jan-89,621,349.05
25-Jan-89,612,346.15
26-Jan-89,619,348.75
27-Jan-89,608.2,343.8
30-Jan-89,586.6,334.05
31-Jan-89,584.75,331.85
01-Feb-89,582.05,332.6
02-Feb-89,582.4,332.8
03-Feb-89,581.25,332.9
06-Feb-89,581.9,335.95
07-Feb-89,590.15,339.55
08-Feb-89,587.75,337.4
09-Feb-89,593.4,337.95
10-Feb-89,590,332.9
13-Feb-89,579,330.8
14-Feb-89,583,331.5
15-Feb-89,579.75,327.45
16-Feb-89,588.25,332.65
17-Feb-89,583.4,327.95
20-Feb-89,592.75,335.75
21-Feb-89,593.1,337.95
22-Feb-89,594.65,340.7
23-Feb-89,597.25,340.4
24-Feb-89,594.3,338.3
27-Feb-89,595.25,339.75
28-Feb-89,585.8,336.6
01-Mar-89,583.75,337.25
02-Mar-89,575.75,334.2
03-Mar-89,580.75,336.75
06-Mar-89,582.75,337
07-Mar-89,579.85,336.65
08-Mar-89,589.5,342.6
09-Mar-89,586.9,342.1
10-Mar-89,603.75,350.45
13-Mar-89,604,351.4
14-Mar-89,605.95,353.65
15-Mar-89,613.25,355.8
16-Mar-89,606.15,352.2
17-Mar-89,605.25,352.2
20-Mar-89,615.15,358.85
21-Mar-89,608.1,354.55
22-Mar-89,605.7,352.05
23-Mar-89,609.3,352.95
28-Mar-89,596.9,350.9
29-Mar-89,582.6,345.65
30-Mar-89,581.6,344.55
31-Mar-89,576.6,341.3
03-Apr-89,579.1,345.25
04-Apr-89,582.65,342.3
05-Apr-89,580.25,341.4
06-Apr-89,581,341.5
07-Apr-89,581.25,341.4
10-Apr-89,575.75,339.8
11-Apr-89,582.4,342.8
12-Apr-89,582,344.2
13-Apr-89,587.8,346.1
14-Apr-89,586.25,345.95
17-Apr-89,579.8,339.65
18-Apr-89,581.5,340.25
19-Apr-89,576.25,336.65
20-Apr-89,577.5,337.9
21-Apr-89,578,336.5
24-Apr-89,576,336.4
25-Apr-89,581.25,341.55
26-Apr-89,577.75,340.35
27-Apr-89,576.25,340.5
28-Apr-89,563.9,334.05
02-May-89,565,335.95
03-May-89,563.75,334.75
04-May-89,563.25,334.55
05-May-89,561.75,335.1
08-May-89,560.1,334.5
09-May-89,559.4,336.4
10-May-89,567,339.7
11-May-89,564,338.75
12-May-89,565.9,340.5
15-May-89,550.4,336.25
16-May-89,550.8,334.75
17-May-89,550.25,336.15
18-May-89,542.75,337.2
19-May-89,536.7,331.15
22-May-89,508.6,322.35
23-May-89,510,322.9
24-May-89,516.85,328.35
25-May-89,521.1,330.85
26-May-89,533,331.6
30-May-89,521.85,332.8
31-May-89,522,332.9
01-Jun-89,515.85,329.05
02-Jun-89,522,329.55
05-Jun-89,531.1,334.15
06-Jun-89,523.9,334.85
07-Jun-89,540.25,342.05
08-Jun-89,542.25,344.3
09-Jun-89,539.3,345.15
12-Jun-89,519.2,339.25
13-Jun-89,522.25,343.3
14-Jun-89,523.25,344
15-Jun-89,520.5,345.75
16-Jun-89,530.9,347.8
19-Jun-89,532.35,345.35
20-Jun-89,534,342.95
21-Jun-89,524,341.5
22-Jun-89,532.7,341.45
23-Jun-89,530.7,340.5
26-Jun-89,531.3,341.85
27-Jun-89,528.75,339.6
28-Jun-89,530,339.65
29-Jun-89,527.75,338.65
30-Jun-89,517.4,333.9
03-Jul-89,519.25,331.05
04-Jul-89,523.1,330
05-Jul-89,526,329.1
06-Jul-89,536,330.6
07-Jul-89,534.25,329.4
10-Jul-89,526,320.65
11-Jul-89,522.5,321.75
12-Jul-89,525,323.2
13-Jul-89,520.1,319.8
14-Jul-89,518,319.5
17-Jul-89,523,325.1
18-Jul-89,524.5,327.25
19-Jul-89,522.35,322.5
20-Jul-89,518,320.7
21-Jul-89,522.9,320.75
24-Jul-89,520.6,321.1
25-Jul-89,521.4,320.5
26-Jul-89,520.9,316.95
27-Jul-89,523.4,315.15
28-Jul-89,520.5,313.9
31-Jul-89,514.55,309.2
01-Aug-89,524.75,316.1
02-Aug-89,524.2,315.2
03-Aug-89,521.75,316.7
04-Aug-89,529.1,323.5
07-Aug-89,516.25,321.85
08-Aug-89,516.3,318.05
09-Aug-89,515.9,318.25
10-Aug-89,517,316.4
11-Aug-89,513.1,322
14-Aug-89,516.9,325.35
15-Aug-89,519.1,329.9
16-Aug-89,524,332.3
17-Aug-89,518,329.2
18-Aug-89,523.7,334.7
21-Aug-89,521.4,332.15
22-Aug-89,522.25,330.9
23-Aug-89,522.75,332.45
24-Aug-89,517,330.25
25-Aug-89,512.25,326.7
29-Aug-89,511.75,323.8
30-Aug-89,512.75,322.8
31-Aug-89,506.9,322.95
01-Sep-89,505,322.6
04-Sep-89,506.75,326.05
05-Sep-89,506.05,328.35
06-Sep-89,509.25,328.85
07-Sep-89,510,330.45
08-Sep-89,511.9,330.7
11-Sep-89,507,328.8
12-Sep-89,508.15,327.5
13-Sep-89,507.9,327.2
14-Sep-89,508.8,325.45
15-Sep-89,506.25,325.4
18-Sep-89,506.75,325.55
19-Sep-89,506.8,323.75
20-Sep-89,507.1,321.5
21-Sep-89,511.25,323.9
22-Sep-89,521.5,330.1
25-Sep-89,531.5,330.1
26-Sep-89,526.25,327.05
27-Sep-89,529.25,326.9
28-Sep-89,525.55,327.15
29-Sep-89,528,324.8
02-Oct-89,522.75,323.8
03-Oct-89,522.5,323.55
04-Oct-89,522.75,325.1
05-Oct-89,525.25,327.95
06-Oct-89,515,321.45
09-Oct-89,513,324.6
10-Oct-89,507.1,323.2
11-Oct-89,504.5,325.5
12-Oct-89,509.2,327.05
13-Oct-89,508.1,326
16-Oct-89,516.9,325.9
17-Oct-89,508.75,322.6
18-Oct-89,512.75,322.2
19-Oct-89,512.85,319.65
20-Oct-89,508.9,319.65
23-Oct-89,508.2,319.9
24-Oct-89,509.7,319.85
25-Oct-89,513.25,318.8
26-Oct-89,512.1,318.6
27-Oct-89,517,327.3
30-Oct-89,524.9,333.7
31-Oct-89,523.25,331.5
01-Nov-89,516.75,327.05
02-Nov-89,515.75,329.15
03-Nov-89,524.15,333.6
06-Nov-89,523.2,332.2
07-Nov-89,529.25,334.7
08-Nov-89,526.5,331.75
09-Nov-89,527.95,332.55
10-Nov-89,528,332.9
13-Nov-89,530,336.9
14-Nov-89,534.3,337.4
15-Nov-89,537.2,339.05
16-Nov-89,549.75,348.8
17-Nov-89,566,359.8
20-Nov-89,569,365
21-Nov-89,575.8,366.1
22-Nov-89,580,369.3
23-Nov-89,579.75,371.3
24-Nov-89,588.5,376.15
27-Nov-89,583.6,374.4
28-Nov-89,560.1,358.45
29-Nov-89,561.15,358.6
30-Nov-89,556.6,354.95
01-Dec-89,571,364.75
04-Dec-89,565.1,360.85
05-Dec-89,552.9,353.15
06-Dec-89,553.8,351.9
07-Dec-89,558.6,354.25
08-Dec-89,561,354.7
11-Dec-89,565.9,357.25
12-Dec-89,569.45,355.15
13-Dec-89,566.6,352.85
14-Dec-89,555,347.05
15-Dec-89,560,349.6
18-Dec-89,558.6,348.8
19-Dec-89,555.75,346.4
20-Dec-89,557.75,348.65
21-Dec-89,560.3,347.95
22-Dec-89,559.55,345.95
27-Dec-89,553.25,340
28-Dec-89,529.1,326.25
29-Dec-89,521.65,324







1990,DAILY,SILVER
 ,US¢,GBP
02-Jan-90,521,320.95
03-Jan-90,516,320.05
04-Jan-90,519.6,321.1
05-Jan-90,528,323.5
08-Jan-90,528,320.5
09-Jan-90,524.8,317.2
10-Jan-90,526.5,316.65
11-Jan-90,531.25,320.5
12-Jan-90,533.25,320.5
15-Jan-90,533.2,319.05
16-Jan-90,522.15,316.25
17-Jan-90,522.6,316.45
18-Jan-90,527,320.3
19-Jan-90,520.5,316.6
22-Jan-90,520.1,317.05
23-Jan-90,526,319.9
24-Jan-90,528.2,318.5
25-Jan-90,522.75,315.6
26-Jan-90,527.6,316.9
29-Jan-90,525.6,312.65
30-Jan-90,520,309
31-Jan-90,520.5,309.5
01-Feb-90,521.25,309.6
02-Feb-90,531.5,315.9
05-Feb-90,532.6,314.65
06-Feb-90,531.75,311.8
07-Feb-90,530.25,311.1
08-Feb-90,532.5,314.6
09-Feb-90,531.6,314.35
12-Feb-90,530,312.9
13-Feb-90,533.25,316.6
14-Feb-90,528.6,311.85
15-Feb-90,534,315
16-Feb-90,532.5,315.65
19-Feb-90,533,312.9
20-Feb-90,535.6,313.4
21-Feb-90,533.75,311.2
22-Feb-90,528.5,308.45
23-Feb-90,525.15,307.25
26-Feb-90,523.65,308.25
27-Feb-90,517.25,306.5
28-Feb-90,512,303.5
01-Mar-90,514,308
02-Mar-90,514,308.95
05-Mar-90,512.15,310.75
06-Mar-90,513.25,310.5
07-Mar-90,514.25,313.15
08-Mar-90,514,311.9
09-Mar-90,510.85,314.6
12-Mar-90,512.5,318.55
13-Mar-90,505.6,316.05
14-Mar-90,508.5,317.1
15-Mar-90,509.25,316.5
16-Mar-90,511.25,315.05
19-Mar-90,512.5,316.9
20-Mar-90,511.85,315.9
21-Mar-90,504.9,317.15
22-Mar-90,506.4,317.55
23-Mar-90,509.15,317.25
26-Mar-90,496,307.55
27-Mar-90,495.5,306.6
28-Mar-90,500.1,307.6
29-Mar-90,496.55,304.15
30-Mar-90,496.6,302.15
02-Apr-90,493.75,303.35
03-Apr-90,500.1,306.6
04-Apr-90,501,305.45
05-Apr-90,514.75,312.75
06-Apr-90,517.9,316.2
09-Apr-90,514.35,313.55
10-Apr-90,511.5,313.05
11-Apr-90,508.5,309.55
12-Apr-90,512.75,311.9
17-Apr-90,505.5,310.7
18-Apr-90,509.25,311.45
19-Apr-90,509.1,309.2
20-Apr-90,507.75,309.15
23-Apr-90,508,310.4
24-Apr-90,510,312.1
25-Apr-90,502.3,308.65
26-Apr-90,496,303.35
27-Apr-90,496,303.9
30-Apr-90,493.6,301.45
01-May-90,495.25,302.3
02-May-90,499.6,304.85
03-May-90,501,305.15
04-May-90,506,306.95
08-May-90,503.25,300.75
09-May-90,499.75,297.7
10-May-90,503.25,300.7
11-May-90,504.9,301.15
14-May-90,505.15,300.15
15-May-90,503.2,298.35
16-May-90,502,299.35
17-May-90,502.75,297.1
18-May-90,504,297.95
21-May-90,513.35,303.05
22-May-90,512.5,303.35
23-May-90,509.5,300.25
24-May-90,521.85,308.35
25-May-90,522.5,309.05
29-May-90,523.6,309.25
30-May-90,513,300.85
31-May-90,507,301.45
01-Jun-90,507.4,302.1
04-Jun-90,505,301.95
05-Jun-90,505,300.85
06-Jun-90,509.1,301.85
07-Jun-90,498.6,295.75
08-Jun-90,501.25,297.05
11-Jun-90,499.5,296.55
12-Jun-90,501,294.55
13-Jun-90,499,292.45
14-Jun-90,491,286.6
15-Jun-90,483.75,283.35
18-Jun-90,483.5,283.2
19-Jun-90,483.85,282.65
20-Jun-90,482.25,280.15
21-Jun-90,483.75,280.85
22-Jun-90,482.2,278.6
25-Jun-90,484.25,279.6
26-Jun-90,480.4,277.05
27-Jun-90,481.1,275.85
28-Jun-90,482.5,277.9
29-Jun-90,484,277.6
02-Jul-90,490.75,279.25
03-Jul-90,495.75,279.75
04-Jul-90,493.5,276.1
05-Jul-90,489.85,274.05
06-Jul-90,488,273.4
09-Jul-90,488,269.6
10-Jul-90,480,264.1
11-Jul-90,481.25,266.4
12-Jul-90,482.6,270.6
13-Jul-90,489.6,270.75
16-Jul-90,491.6,273.2
17-Jul-90,485,268.05
18-Jul-90,482.7,264.55
19-Jul-90,488.1,269.2
20-Jul-90,486.5,267.95
23-Jul-90,488.2,268.4
24-Jul-90,490,268.65
25-Jul-90,487.4,269.45
26-Jul-90,485.25,268.25
27-Jul-90,483.65,265.25
30-Jul-90,483,261.9
31-Jul-90,485.5,261.55
01-Aug-90,481.25,259.35
02-Aug-90,493.25,269.25
03-Aug-90,482.6,259.8
06-Aug-90,487.5,259.85
07-Aug-90,493.1,262.3
08-Aug-90,487.2,260.2
09-Aug-90,488.25,260.9
10-Aug-90,494,264.4
13-Aug-90,508.5,269.55
14-Aug-90,520.15,275.8
15-Aug-90,513.25,269.5
16-Aug-90,506.5,267.35
17-Aug-90,521,272.8
20-Aug-90,520.1,270.95
21-Aug-90,516,270.2
22-Aug-90,511.65,266.15
23-Aug-90,521.6,266.75
24-Aug-90,513.4,264.15
28-Aug-90,492,252.25
29-Aug-90,486,249.25
30-Aug-90,483.75,251.95
31-Aug-90,483,254.3
03-Sep-90,485,258.95
04-Sep-90,481.65,256.4
05-Sep-90,475.75,250.7
06-Sep-90,480,251.2
07-Sep-90,478.25,252.2
10-Sep-90,477,255.25
11-Sep-90,475,258
12-Sep-90,479.5,257.4
13-Sep-90,481.75,258.85
14-Sep-90,480.6,255.2
17-Sep-90,478.65,250.7
18-Sep-90,478.5,249.9
19-Sep-90,480,250.6
20-Sep-90,479.5,255.5
21-Sep-90,481,260.75
24-Sep-90,482.9,257.25
25-Sep-90,492.75,260.25
26-Sep-90,482.5,258.9
27-Sep-90,477.75,255.25
28-Sep-90,479.5,255.8
01-Oct-90,478.6,252.6
02-Oct-90,469,249.05
03-Oct-90,469.15,247.75
04-Oct-90,471,247.5
05-Oct-90,471.5,245.75
08-Oct-90,466.75,236.65
09-Oct-90,469.25,238.1
10-Oct-90,462.75,235.2
11-Oct-90,438.5,223
12-Oct-90,424.75,215.05
15-Oct-90,425.9,218.2
16-Oct-90,420.25,217.1
17-Oct-90,421.9,213.85
18-Oct-90,424.75,216.95
19-Oct-90,424.25,216.75
22-Oct-90,423.1,216.1
23-Oct-90,423,217.3
24-Oct-90,422.65,217.1
25-Oct-90,423,215.85
26-Oct-90,422,215.65
29-Oct-90,407,207.85
30-Oct-90,413.65,212.2
31-Oct-90,422.25,216.95
01-Nov-90,418.1,216.2
02-Nov-90,423,216.7
05-Nov-90,417.5,212.4
06-Nov-90,422.3,214.3
07-Nov-90,422.65,214.35
08-Nov-90,426.25,217.35
09-Nov-90,424.4,216.05
12-Nov-90,421.15,214.2
13-Nov-90,421,214.05
14-Nov-90,420,213.95
15-Nov-90,417.5,212.8
16-Nov-90,414,211.4
19-Nov-90,413,208.9
20-Nov-90,414.35,210.15
21-Nov-90,411,208.7
22-Nov-90,415.25,210.7
23-Nov-90,414.5,210.6
26-Nov-90,419,213
27-Nov-90,412.25,209.2
28-Nov-90,411.4,207.95
29-Nov-90,413.1,210
30-Nov-90,408.65,210.95
03-Dec-90,412.85,213.8
04-Dec-90,416.4,215.65
05-Dec-90,415.2,214.45
06-Dec-90,412.1,212.55
07-Dec-90,414.75,213.35
10-Dec-90,409.75,209.8
11-Dec-90,408.25,209.7
12-Dec-90,406.35,208.7
13-Dec-90,401.25,205.7
14-Dec-90,396.4,204.15
17-Dec-90,395,204.4
18-Dec-90,396.5,205.05
19-Dec-90,397.1,205.2
20-Dec-90,410.35,213.5
21-Dec-90,414.85,218
24-Dec-90,404.2,215.5
27-Dec-90,409.75,217.45
28-Dec-90,409.45,215
31-Dec-90,419.25,217.3
