1981,GOLD, A.M.,GOLD, P.M.
12-May-83,438.25,279.14,439.75,280.096
13-May-83,438,279.836,441.25,281.805
16-May-83,438.5,280.55,436.25,279.522
17-May-83,437.5,281.17,440.75,283.568
18-May-83,442.15,283.03,442.75,283.578
19-May-83,440,283.049,442.6,284.265
20-May-83,439,282.097,438.75,281.34
23-May-83,433,278.582,432.75,278.529
24-May-83,437.25,278.202,436.8,277.774
25-May-83,437.6,277.313,441.75,278.531
26-May-83,441.25,277.08,440,275.603
27-May-83,436.85,272.571,437.25,273.196
30-May-83,***,***,***,***
31-May-83,439,272.502,437.5,272.586
01-Jun-83,416.25,261.546,410,258.024
02-Jun-83,411.5,259.033,412.5,260.45
03-Jun-83,413.25,262.748,411.5,263.276
06-Jun-83,408.75,257.756,407.75,258.364
07-Jun-83,403.15,256.538,400.25,254.644
08-Jun-83,402.25,255.478,403,256.231
09-Jun-83,405.75,257.947,407.75,257.988
10-Jun-83,413.25,261.551,411.25,260.78
13-Jun-83,412,263.68,413,265.117
14-Jun-83,412.35,267.291,407.9,265.993
15-Jun-83,407.5,268.888,408.25,268.815
16-Jun-83,410.75,269.08,412.5,269.731
17-Jun-83,416.5,271.778,415.5,271.8
20-Jun-83,411.25,268.265,415.75,271.413
21-Jun-83,415.25,270.609,414.75,270.901
22-Jun-83,421.25,275.381,420.5,274.299
23-Jun-83,418.5,273.172,420.5,272.609
24-Jun-83,420.75,273.126,423.5,273.226
27-Jun-83,423.25,273.948,419.5,271.644
28-Jun-83,413.75,271.169,416,271.718
29-Jun-83,415.25,271.104,414.85,271.091
30-Jun-83,416.75,272.439,416,271.151
01-Jul-83,416.75,271.675,416.25,271.491
04-Jul-83,416,271.949,416,271.86
05-Jul-83,413.75,270.16,410.75,268.464
06-Jul-83,412.25,268.095,411.65,267.305
07-Jul-83,414.25,267.828,412.25,267.66
08-Jul-83,422.75,273.979,426,276.893
11-Jul-83,426.15,277.658,430.5,280.273
12-Jul-83,430.5,280.419,429,280.118
13-Jul-83,426.5,278.758,427.25,278.793
14-Jul-83,424.4,277.386,426.25,278.413
15-Jul-83,421.75,277.833,422.25,278.345
18-Jul-83,423.25,277.268,422.4,277.311
19-Jul-83,424.25,278.507,423.75,278.508
20-Jul-83,426,279.803,428.25,280.268
21-Jul-83,429.25,280.647,429.75,281.25
22-Jul-83,424.25,278.343,423.5,278.527
25-Jul-83,423.25,278.601,422,277.723
26-Jul-83,426.25,279.747,425.5,278.742
27-Jul-83,425.75,278.395,426.25,279.051
28-Jul-83,426,278.887,425.5,278.523
29-Jul-83,422.25,277.76,422,277.176
01-Aug-83,413.25,272.646,411.25,271.506
02-Aug-83,413.75,273.463,414.25,274.429
03-Aug-83,412.75,273.671,411,273.271
04-Aug-83,413.25,277.722,414,278.132
05-Aug-83,409,276.632,409.75,276.261
08-Aug-83,410.5,276.804,408.5,274.955
09-Aug-83,412,275.991,413,276.458
10-Aug-83,408,274.747,408.25,275.287
11-Aug-83,411.15,278.368,411.75,278.68
12-Aug-83,411.6,277.265,412.45,278.363
15-Aug-83,415.3,278.725,416,279.438
16-Aug-83,419.75,279.647,420.5,279.774
17-Aug-83,420.25,278.995,422.5,278.694
18-Aug-83,421,276.664,421.5,276.357
19-Aug-83,419.1,275.814,417.75,275.107
22-Aug-83,421.25,275.904,421.75,276.159
23-Aug-83,425.75,277.542,426.4,279.021
24-Aug-83,423.75,278.289,424,278.124
25-Aug-83,422.5,278.841,423.25,280.298
26-Aug-83,419.25,279.5,417,278
29-Aug-83,***,***,***,***
30-Aug-83,418.85,279.326,418.1,279.255
31-Aug-83,414.5,278.001,414.25,277.554
01-Sep-83,415.8,276.555,416.6,277.271
02-Sep-83,418.3,279.426,417.5,279.264
05-Sep-83,420,279.571,419.1,278.879
06-Sep-83,418.25,278.778,418.25,279.019
07-Sep-83,413,276.31,413.25,276.977
08-Sep-83,414.5,278.095,414,277.35
09-Sep-83,414.5,277.778,414.75,277.388
12-Sep-83,416.9,276.918,415.75,276.209
13-Sep-83,406.75,271.438,406.75,272.037
14-Sep-83,406.15,272.529,401.75,269.504
15-Sep-83,403.75,270.483,405.25,271.342
16-Sep-83,405.25,270.437,405.5,270.694
19-Sep-83,410.25,273.045,412.25,274.011
20-Sep-83,413,273.058,412.35,272.899
21-Sep-83,412,273.028,411.25,273.074
22-Sep-83,410.5,272.794,407.75,272.015
23-Sep-83,413.25,275.042,413,275.058
26-Sep-83,416.25,276.394,415,275.931
27-Sep-83,413.5,275.795,412.25,275.164
28-Sep-83,414,276.184,413.6,275.788
29-Sep-83,409.5,273.456,408.75,272.955
30-Sep-83,404,270.108,405,270.577
03-Oct-83,393.5,264.094,389,261.513
04-Oct-83,392.75,266.398,393.5,266.509
05-Oct-83,388.75,261.257,389.5,262.166
06-Oct-83,397.25,266.486,394,263.898
07-Oct-83,395.7,263.589,397.4,263.965
10-Oct-83,399.25,263.271,401,264.372
11-Oct-83,400.5,264.618,399,264.064
12-Oct-83,395.75,263.921,394.75,262.816
13-Oct-83,397.5,263.979,398.65,265.643
14-Oct-83,400.75,267.845,398.75,266.402
17-Oct-83,400.5,266.644,395,262.685
18-Oct-83,396.75,264.095,397.25,264.657
19-Oct-83,393.6,262.838,394,262.754
20-Oct-83,390,260.173,389.75,259.868
21-Oct-83,393.6,262.19,394.25,262.396
24-Oct-83,396.25,264.308,394.5,263.351
25-Oct-83,396.25,264.202,398,265.333
26-Oct-83,395.25,263.676,392.6,262.293
27-Oct-83,384.5,256.847,384.5,257.225
28-Oct-83,387.25,258.943,387.75,259.018
31-Oct-83,383.5,256.573,382,255.57
01-Nov-83,376,251.589,377.75,252.676
02-Nov-83,381.5,257.041,383,257.392
03-Nov-83,381.75,256.346,377.75,253.609
04-Nov-83,382.5,256.936,381,256.307
07-Nov-83,377,253.872,379,254.996
08-Nov-83,382.15,257.739,382.25,257.755
09-Nov-83,380.5,256.575,383,257.739
10-Nov-83,382,256.945,381.8,256.586
11-Nov-83,381.15,255.926,382,256.807
14-Nov-83,382.6,256.83,382.6,257.037
15-Nov-83,383.25,258.081,383.25,258.081
16-Nov-83,383,257.618,383.25,257.734
17-Nov-83,376.5,254.529,375.75,253.937
18-Nov-83,376.25,254.36,375.25,255.099
21-Nov-83,374.75,254.932,374.25,254.678
22-Nov-83,375.8,255.559,376.5,256.157
23-Nov-83,375.75,255.23,375.75,255.438
24-Nov-83,375.75,256.345,375.5,255.965
25-Nov-83,375.9,257.607,376.1,257.426
28-Nov-83,381.25,261.041,394.25,269.628
29-Nov-83,391.25,268.439,391.5,268.758
30-Nov-83,405.75,277.19,405,275.98
01-Dec-83,398.5,272.441,399.25,273.085
02-Dec-83,403.5,276.844,400.75,275.146
05-Dec-83,402.4,276.716,397.25,273.777
06-Dec-83,398,275.147,397,273.982
07-Dec-83,399.75,275.937,399.75,275.785
08-Dec-83,402,279.012,401,278.086
09-Dec-83,388.5,270.769,388.75,270.623
12-Dec-83,390.9,272.214,391.25,272.648
13-Dec-83,389.75,273.317,389.2,273.603
14-Dec-83,390,275.268,389,273.847
15-Dec-83,388.6,273.855,388.75,273.671
16-Dec-83,381,268.556,377.25,266.269
19-Dec-83,376.65,265.153,375,264.271
20-Dec-83,375.4,264.143,378.1,266.211
21-Dec-83,378.25,266.373,378.6,265.871
22-Dec-83,378.9,265.578,378.9,265.373
23-Dec-83,379.5,265.014,***,***
26-Dec-83,***,***,***,***
27-Dec-83,***,***,***,***
28-Dec-83,379.1,264.218,378,263.451
29-Dec-83,379,263.012,382.4,264.18
30-Dec-83,381.5,262.976,***,***
,,,,
,,,,
,,,,
,,,,
1984,GOLD, A.M.,GOLD, P.M.
 ,USD,GBP,USD,GBP
,,,,
02-Jan-84,***,***,***,***
03-Jan-84,384,267.316,383,267.085
04-Jan-84,376.5,265.571,374,263.938
05-Jan-84,376.5,266.228,375.25,265.326
06-Jan-84,374.4,266.004,375.25,266.513
09-Jan-84,364.25,260.644,365.25,260.893
10-Jan-84,367.5,263.064,371.25,263.766
11-Jan-84,369,262.97,367.75,262.923
12-Jan-84,371.25,265.084,368.5,263.685
13-Jan-84,370,264.097,373.25,264.472
16-Jan-84,370.25,262.589,369.1,260.296
17-Jan-84,368.75,258.5,367.75,259.491
18-Jan-84,368.25,261.318,368.75,261.859
19-Jan-84,373,263.325,374.75,263.5
20-Jan-84,372.75,262.685,371.25,263.822
23-Jan-84,371.25,263.822,371.35,263.837
24-Jan-84,365.2,260.578,365.1,260.916
25-Jan-84,366.375,261.603,366.5,261.226
26-Jan-84,368.4,261.518,367,260.931
27-Jan-84,366.65,260.831,370,263.308
30-Jan-84,369.25,262.531,369.85,262.771
31-Jan-84,371.9,264.98,373.75,266.261
01-Feb-84,377.25,268.333,378.15,268.63
02-Feb-84,382.75,269.694,383.25,269.704
03-Feb-84,386.25,271.434,383.1,268.936
06-Feb-84,380.4,266.704,380.8,267.604
07-Feb-84,379.25,268.116,379.75,268.469
08-Feb-84,384.95,271.665,386.25,272.872
09-Feb-84,383.8,269.428,383,269.055
10-Feb-84,380.9,268.94,377.65,267.117
13-Feb-84,377.5,266.126,376.85,265.762
14-Feb-84,374.95,264.552,376,264.938
15-Feb-84,382.5,266.458,383,266.25
16-Feb-84,383.1,265.305,383.9,265.767
17-Feb-84,382,264.36,382.15,264.372
20-Feb-84,384.5,265.998,385.25,266.149
21-Feb-84,388.25,267.943,389,268.554
22-Feb-84,392,270.345,395.25,271.649
23-Feb-84,399.75,273.839,398.25,272.122
24-Feb-84,396.1,268.998,395.75,269.768
27-Feb-84,394,268.997,393.5,267.924
28-Feb-84,400,268.132,399.25,267.468
29-Feb-84,396.6,266.264,394.25,263.942
01-Mar-84,395.25,265.893,392.75,265.372
02-Mar-84,396.8,267.295,399,268.959
05-Mar-84,406.85,272.962,405.85,273.208
06-Mar-84,403.5,271.589,402.5,271.501
07-Mar-84,402,270.762,398.75,269.098
08-Mar-84,396.35,269.534,397.25,270.569
09-Mar-84,402,274.815,399.9,274.092
12-Mar-84,397.5,273.384,395.75,272.311
13-Mar-84,397.5,272.915,397.25,271.531
14-Mar-84,400,270.911,399.75,270.742
15-Mar-84,394.15,269.504,394.5,270.15
16-Mar-84,392.8,270.337,392.75,271.274
19-Mar-84,392.15,272.421,393.6,273.049
20-Mar-84,393.7,273.308,393.85,273.564
21-Mar-84,392,274.03,392.35,273.834
22-Mar-84,391.6,273.808,389.35,272.368
23-Mar-84,388,271.139,387.9,269.712
26-Mar-84,388.5,269.474,387.4,268.468
27-Mar-84,389.1,268.345,388.85,268.08
28-Mar-84,385.75,266.807,385.75,266.623
29-Mar-84,390.35,268.466,390.25,268.767
30-Mar-84,388.5,269.138,388.5,269.324
02-Apr-84,387.25,268.644,387.2,268.702
03-Apr-84,381.15,266.818,380.4,266.256
04-Apr-84,380.5,265.991,381.25,266.422
05-Apr-84,381.6,265.794,381.2,265.552
06-Apr-84,378.75,266.07,380.25,266.039
09-Apr-84,381.5,266.225,382.4,266.629
10-Apr-84,381.9,267.156,381.35,266.529
11-Apr-84,382.8,266.722,384.5,267.107
12-Apr-84,382.1,265.938,381.9,265.67
13-Apr-84,380.2,265.225,379.25,265.488
16-Apr-84,380,266.573,380.1,267.074
17-Apr-84,380.3,267.196,380.2,267.257
18-Apr-84,380.85,267.601,380.525,268.013
19-Apr-84,385,271.241,384.9,270.713
24-Apr-84,384.6,271.706,383.25,270.944
25-Apr-84,382.25,271.003,382.3,270.521
26-Apr-84,381.6,269.968,379.9,269.911
27-Apr-84,377.5,268.875,379.25,269.545
30-Apr-84,376.2,269.195,375.8,268.909
01-May-84,376.4,269.531,376.5,269.603
02-May-84,377.35,269.825,377.35,269.69
03-May-84,378.3,269.483,378.5,269.453
04-May-84,378.3,267.823,376.7,266.69
08-May-84,371.5,267.806,371.5,268.076
09-May-84,372.65,268.577,372.6,269.473
10-May-84,370.1,268.188,371.75,269.189
11-May-84,373,269.314,372.5,269.011
14-May-84,371.2,268.596,372.55,268.505
15-May-84,373.35,269.178,373.25,269.261
16-May-84,374.8,268.366,375.25,268.707
17-May-84,376.65,269.575,376.5,269.603
18-May-84,375,269.59,375.6,270.313
21-May-84,380.35,272.848,380.75,273.096
22-May-84,379.15,272.809,379.5,272.668
23-May-84,378.5,272.4,378.55,272.829
24-May-84,375.3,272.846,375.65,272.962
25-May-84,380.5,274.928,384.2,277.301
29-May-84,385.5,278.843,385.6,278.613
30-May-84,384.75,277.999,386.4,278.788
31-May-84,383.45,276.919,384.25,276.837
01-Jun-84,389.4,279.681,393.75,281.652
04-Jun-84,394.5,279.787,391,278.828
05-Jun-84,394,281.228,393.75,281.854
06-Jun-84,393.4,281.805,391.65,280.351
07-Jun-84,392,280.24,392.2,280.143
08-Jun-84,387.1,277.63,386,276.941
11-Jun-84,383.6,274.726,382.5,273.899
12-Jun-84,375.25,270.743,375,270.212
13-Jun-84,374.5,270.144,374,269.608
14-Jun-84,376,271.147,375.6,270.898
15-Jun-84,373.9,270.55,368,266.86
18-Jun-84,369.4,267.739,367.9,267.311
19-Jun-84,370.2,268.904,370.6,269.331
20-Jun-84,371.85,269.848,370,270.468
21-Jun-84,370,270.963,370.75,271.811
22-Jun-84,373,273.721,374.25,274.316
25-Jun-84,370.45,273.758,369.25,272.912
26-Jun-84,369,272.727,369.5,272.895
27-Jun-84,370.3,273.224,369.325,273.574
28-Jun-84,371.5,276.311,372.9,276.222
29-Jun-84,375.25,277.306,373.05,274.807
02-Jul-84,370.45,274.978,370,274.176
03-Jul-84,369.75,275.624,368.35,275.155
04-Jul-84,370.55,276.278,369,275.888
05-Jul-84,366,275.333,364.8,274.699
06-Jul-84,358,270.761,353.25,267.249
09-Jul-84,332.5,253.875,338.5,257.944
10-Jul-84,346,264.385,344.25,263.088
11-Jul-84,335.75,256.787,339.25,258.476
12-Jul-84,339.5,259.457,341.15,260.42
13-Jul-84,341.6,259.279,345,261.067
16-Jul-84,352.25,266.392,350.1,264.526
17-Jul-84,347.5,262.76,347.15,262.099
18-Jul-84,346.25,262.549,345.75,262.628
19-Jul-84,352.35,267.175,350.2,265.504
20-Jul-84,346.5,261.608,342,258.269
23-Jul-84,335.25,254.035,335,254.077
24-Jul-84,337.75,255.871,338.5,255.955
25-Jul-84,337.5,254.659,341.75,256.569
26-Jul-84,345,258.272,344.2,258.408
27-Jul-84,336.15,255.433,335.25,254.982
30-Jul-84,339.15,259.091,338.5,259.188
31-Jul-84,341.6,261.522,342.35,261.037
01-Aug-84,337.35,259.34,339,260.469
02-Aug-84,343.15,262.407,344,261.896
03-Aug-84,347.5,263.297,349.25,263.287
06-Aug-84,352.4,265.062,349.25,263.884
07-Aug-84,346.25,263.769,342,261.768
08-Aug-84,343.9,263.222,344.5,262.676
09-Aug-84,344.25,263.188,344.25,262.226
10-Aug-84,350.5,265.289,346.75,264.13
13-Aug-84,343,262.393,343.5,262.715
14-Aug-84,348.8,265.267,354,267.069
15-Aug-84,353.9,267.034,350.9,265.572
16-Aug-84,350.65,264.642,352.25,265.149
17-Aug-84,351.25,265.194,352,266.062
20-Aug-84,349.7,264.884,349.3,264.321
21-Aug-84,345.4,262.821,346,263.118
22-Aug-84,345.4,263.363,345,263.56
23-Aug-84,351.75,268.041,351.25,267.762
24-Aug-84,350.35,267.28,350,267.114
28-Aug-84,348.15,266.068,349.75,266.781
29-Aug-84,348.8,266.097,350.5,266.58
30-Aug-84,348.75,265.957,347.25,264.672
31-Aug-84,347.7,265.116,348.25,265.637
03-Sep-84,346.2,264.881,344.5,264.349
04-Sep-84,341.75,263.452,341.2,263.577
05-Sep-84,338.5,263.588,338.25,263.127
06-Sep-84,340.3,265.093,340.5,265.022
07-Sep-84,339.5,265.4,339.75,265.533
10-Sep-84,337.2,264.741,338.45,265.513
11-Sep-84,338.65,265.4,340.3,266.442
12-Sep-84,339.5,265.234,338.5,264.66
13-Sep-84,337.5,265.33,336.85,265.508
14-Sep-84,339.4,266.929,341.45,268.816
17-Sep-84,338,269.602,335.25,268.63
18-Sep-84,336.5,274.873,336.75,275.123
19-Sep-84,339.9,275.446,340,274.348
20-Sep-84,340,274.637,338.75,275.743
21-Sep-84,339.75,280.021,343.5,277.688
24-Sep-84,347.25,277.578,347.75,276.541
25-Sep-84,345.1,278.306,345,279.465
26-Sep-84,345.75,281.67,346.1,281.611
27-Sep-84,344,276.416,345.25,276.754
28-Sep-84,344.15,275.761,343.75,277.397
01-Oct-84,344.75,279.603,345.4,278.886
02-Oct-84,344.85,277.814,345.25,278.427
03-Oct-84,347.6,277.636,348.5,278.577
04-Oct-84,346,278.92,346.25,278.717
05-Oct-84,346.55,278.465,343.8,276.367
08-Oct-84,342.75,276.3,341.6,276.152
09-Oct-84,341.25,276.876,341,276.225
10-Oct-84,337.75,275.422,337.75,275.602
11-Oct-84,338.1,276.451,338.1,276.113
12-Oct-84,337.9,275.612,338.9,275.91
15-Oct-84,338.25,278.693,338.65,279.992
16-Oct-84,339.75,282.701,339.5,281.977
17-Oct-84,340,281.69,340.55,283.202
18-Oct-84,338.25,283.481,339.5,284.696
19-Oct-84,339.6,284.184,339.5,283.507
22-Oct-84,338,283.272,338.4,282.424
23-Oct-84,339.4,281.823,340,282.275
24-Oct-84,340.25,279.443,340,278.232
25-Oct-84,339.9,278.082,338.5,277.118
26-Oct-84,338.15,276.718,337.6,276.381
29-Oct-84,335.8,277.063,336.25,277.961
30-Oct-84,335.65,277.008,335.5,277.227
31-Oct-84,334.5,274.969,333.5,273.922
01-Nov-84,333.85,273.2,333.8,272.868
02-Nov-84,339,270.378,343.1,273.386
05-Nov-84,342.3,271.99,342.45,271.463
06-Nov-84,345.95,272.444,346.1,273.922
07-Nov-84,345.8,271.216,347.6,272.478
08-Nov-84,348.1,273.664,347.1,273.522
09-Nov-84,345.85,273.789,346.8,274.259
12-Nov-84,345.8,273.684,345.75,273.601
13-Nov-84,350,274.187,350.45,274.26
14-Nov-84,346,273.908,345.8,273.684
15-Nov-84,345.35,273.263,343.75,272.126
16-Nov-84,345.05,273.524,345,273.159
19-Nov-84,343,273.241,343.4,273.735
20-Nov-84,342.65,274.405,342.65,274.515
21-Nov-84,342.75,277.082,340.3,278.478
22-Nov-84,342.55,277.593,341.95,277.895
23-Nov-84,342,279.184,341.5,279.574
26-Nov-84,339.5,281.439,336.9,280.984
27-Nov-84,333.35,276.708,332.9,275.306
28-Nov-84,329.1,274.022,329,273.756
29-Nov-84,331.75,275.723,330.6,275.156
30-Nov-84,328.6,273.674,329,273.369
03-Dec-84,327.7,274.916,329.5,276.241
04-Dec-84,330.9,275.52,332,275.176
05-Dec-84,330.55,272.776,329.9,272.69
06-Dec-84,330.7,274.44,330.75,274.367
07-Dec-84,330,273.518,327,271.82
10-Dec-84,326.25,271.039,326.25,270.522
11-Dec-84,326.65,271.304,326.75,271.455
12-Dec-84,327.6,273.114,324.5,270.304
13-Dec-84,326.4,272.295,324.25,271.794
14-Dec-84,321.75,270.038,322.5,270.554
17-Dec-84,316.85,265.702,315,264.55
18-Dec-84,308.25,259.732,309,260.54
19-Dec-84,308.75,261.166,309.3,262.854
20-Dec-84,303.25,259.587,307.5,261.925
21-Dec-84,308.85,264.087,311,265.585
27-Dec-84,310.25,264.944,***,***
28-Dec-84,309.5,265.551,309.2,264.726
31-Dec-84,309,265.692,308.3,264.863
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1985,GOLD, A.M.,GOLD, P.M.
 ,USD,GBP,USD,GBP
02-Jan-85,306.25,267.187,305.5,266.579
03-Jan-85,299.5,260.89,302.3,263.05
04-Jan-85,303.45,263.3,303.15,262.422
07-Jan-85,296.75,259.125,298.25,260.298
08-Jan-85,304.4,263.276,302,262.267
09-Jan-85,298.35,261.138,300.5,262.79
10-Jan-85,304,266.083,303.8,267.547
11-Jan-85,304,269.336,304.25,269.01
14-Jan-85,301.25,267.659,299,268.161
15-Jan-85,302.5,270.863,301.8,269.705
16-Jan-85,302.45,269.563,302.7,269.306
17-Jan-85,305.8,272.306,305.5,272.403
18-Jan-85,306.9,273.164,308,274.265
21-Jan-85,307,272.453,307.25,272.869
22-Jan-85,306.85,272.272,306.9,272.8
23-Jan-85,302.15,269.777,300.25,269.403
24-Jan-85,301.9,270.471,300.85,269.942
25-Jan-85,299.25,267.307,298.85,267.069
28-Jan-85,298.6,268.356,297.75,267.232
29-Jan-85,303.5,271.588,303.25,271.365
30-Jan-85,303,270.567,302.9,269.484
31-Jan-85,304.9,270.421,306.65,271.42
01-Feb-85,304.8,270.093,303.6,269.101
04-Feb-85,301.25,269.334,301.25,270.131
05-Feb-85,301.75,271.065,302.05,271.262
06-Feb-85,303.45,272.813,302.85,272.274
07-Feb-85,302.5,271.739,301.65,270.175
08-Feb-85,300.6,268.825,299.8,268.59
11-Feb-85,300,271.199,300.15,272.492
12-Feb-85,303.45,276.668,302.5,277.142
13-Feb-85,302.8,276.656,303.2,178.805
14-Feb-85,303.4,277.788,304.15,278.653
15-Feb-85,304.9,275.928,304,275.238
18-Feb-85,314.95,276.223,304.5,278.387
19-Feb-85,302.9,277.178,302.6,277.157
20-Feb-85,302.85,277.386,302.9,277.599
21-Feb-85,302,277.37,299.85,275.42
22-Feb-85,298.8,276.283,298.4,277.375
25-Feb-85,290,271.536,284.25,268.921
26-Feb-85,285,270.784,285.75,274.575
27-Feb-85,290.75,268.715,290.8,266.544
28-Feb-85,290.5,265.588,287.75,265.697
01-Mar-85,288.1,267.552,287.25,268.082
04-Mar-85,288.3,268.811,288.65,269.263
05-Mar-85,288.85,271.731,287.9,271.297
06-Mar-85,286.7,271.882,287.4,271.26
07-Mar-85,289.3,272.026,289.6,272.308
08-Mar-85,289,272.256,291,271.963
11-Mar-85,290.25,269.074,291,268.203
12-Mar-85,288.75,264.181,288.45,265.73
13-Mar-85,290.1,266.563,290.25,267.758
14-Mar-85,290.25,268.825,290.75,269.288
15-Mar-85,289.9,269.926,292.7,269.199
18-Mar-85,293.7,269.375,298.85,271.682
19-Mar-85,307.25,270.824,316.75,278.339
20-Mar-85,333.25,289.154,324,282.107
21-Mar-85,312.5,272.165,318.5,268.55
22-Mar-85,320.75,269.538,315.5,268.511
25-Mar-85,315.9,269.608,314.6,268.43
26-Mar-85,316,268.548,323.75,274.2
27-Mar-85,329.9,273.504,330.4,270.49
28-Mar-85,328.75,264.69,326.25,266.98
29-Mar-85,329.8,264.69,329.25,265.52
01-Apr-85,324.65,262.56,321.1,262.51
02-Apr-85,317,261.12,318.75,263.87
03-Apr-85,321.1,261.27,321.25,262.63
04-Apr-85,317,263.07,316.75,263.08
09-Apr-85,323.1,267.42,323.1,268.69
10-Apr-85,323.3,267.63,327.25,267.91
11-Apr-85,329,266.07,332.25,265.48
12-Apr-85,331.25,263.63,329.9,263.67
15-Apr-85,330.3,261.89,334.25,261.44
16-Apr-85,331.5,258.88,330.5,258
17-Apr-85,327,254.67,327.35,256.14
18-Apr-85,325.5,257.05,329.75,253.65
19-Apr-85,327.7,253.4,327,252.51
22-Apr-85,328.1,254.44,327.75,254.56
23-Apr-85,326,255.45,326.65,256.06
24-Apr-85,322.6,259.22,322,261.9
25-Apr-85,322.4,265.9,322.5,265.76
26-Apr-85,322.5,268.53,323.5,264.95
29-Apr-85,323,262.56,322.5,262.52
30-Apr-85,324.65,261.39,321.35,257.8
01-May-85,315.6,256.69,312.5,255
02-May-85,314.25,256.85,313.25,258.56
03-May-85,313.7,258.3,312.75,257.41
07-May-85,311.25,258.19,313.5,259.31
08-May-85,313.35,258.54,312.85,258.34
09-May-85,314.5,256.84,315.1,255.25
10-May-85,313.55,254.2,314.5,254.14
13-May-85,316.75,255.09,321,255.98
14-May-85,324.75,256.92,326.5,258.41
15-May-85,322.85,254.92,322.75,254.9
16-May-85,320.4,254.73,320.1,255.16
17-May-85,319.8,254.15,322.5,255.14
20-May-85,323.65,251.03,323.3,251.34
21-May-85,316.5,247.36,314.9,248.78
22-May-85,317.4,250.02,316.25,249.65
23-May-85,316.4,251.65,315.4,250.58
24-May-85,316.35,249.37,314.7,249.66
28-May-85,313.9,249.98,311.25,248.11
29-May-85,311.2,247.57,312,247.62
30-May-85,315,246.87,314.6,246.28
31-May-85,313.15,245.92,314,246.08
03-Jun-85,316.85,244.77,318.1,245.33
04-Jun-85,316.25,245.73,315.65,245.8
05-Jun-85,314.75,247.13,314.2,248.24
06-Jun-85,314.9,248.03,314.8,247.45
07-Jun-85,315,247.53,314.3,247.48
10-Jun-85,310.75,246.28,312,247.58
11-Jun-85,313.25,247.96,315,249.31
12-Jun-85,313.75,248.12,314.5,248.46
13-Jun-85,314.1,248.79,313.75,248.26
14-Jun-85,315.75,248.29,318.25,248.87
17-Jun-85,317.25,248.98,318.9,249.8
18-Jun-85,321.65,249.94,323.75,250.1
19-Jun-85,325.2,247.45,325.4,249.43
20-Jun-85,322,248.23,318.1,249.78
21-Jun-85,315.25,246.87,313.45,244.79
24-Jun-85,314.1,244.28,314.65,244.92
25-Jun-85,315.9,245.3,315.5,245.95
26-Jun-85,316.5,245.58,316.75,244.86
27-Jun-85,316.25,243.83,315,243.81
28-Jun-85,316.5,244.1,317.75,242.45
01-Jul-85,315.35,239.48,313.9,239.53
02-Jul-85,310.85,238.46,308.25,236.48
03-Jul-85,310.4,237.45,310.35,236.73
04-Jul-85,310.7,236.09,310.55,235.8
05-Jul-85,310.9,236.17,311.6,234.73
08-Jul-85,312.2,235,309.25,232.82
09-Jul-85,314.8,233.62,314.85,230.49
10-Jul-85,314.7,228.29,314.85,226.84
11-Jul-85,313.8,227.97,313.55,229.12
12-Jul-85,315.05,227.39,315.65,226.81
15-Jul-85,317.15,228.41,315.85,228.3
16-Jul-85,316.8,227.67,321.75,231.31
17-Jul-85,321.7,227.91,325.6,230.03
18-Jul-85,322.25,227.51,320,227.27
19-Jul-85,319,227.21,318.9,227.54
22-Jul-85,317.4,227.61,317.25,228.16
23-Jul-85,322.75,228.17,322.5,227.95
24-Jul-85,318.5,226.85,317.75,226.16
25-Jul-85,319.4,226.45,317.4,226.15
26-Jul-85,317.6,225.6,316.95,225.67
29-Jul-85,323,226.35,326.5,228.88
30-Jul-85,323.25,227.05,325.25,228.36
31-Jul-85,328.1,229.79,327.5,230.31
01-Aug-85,326.75,231.82,322.1,232.9
02-Aug-85,319.65,234.26,320.5,233.6
05-Aug-85,323,235.51,323.75,235.71
06-Aug-85,321.4,236.24,319.8,237.33
07-Aug-85,320.65,241.18,321.15,238.69
08-Aug-85,322.9,237.86,322.5,238.1
09-Aug-85,322.4,237.32,321.65,237.87
12-Aug-85,326.6,237.01,326.65,236.65
13-Aug-85,328.5,235.06,326.5,234.72
14-Aug-85,326.2,235.61,326,235.63
15-Aug-85,328.9,235.32,331.1,237.4
16-Aug-85,335.4,238.75,335.35,239.11
19-Aug-85,339.25,242.06,340.9,242.98
20-Aug-85,335.5,239.9,334.15,240.92
21-Aug-85,335.75,241.37,335.9,241.78
22-Aug-85,337.6,240.15,335.5,238.2
23-Aug-85,333.6,237.91,334.85,238.07
27-Aug-85,335.25,240.72,336,240.65
28-Aug-85,339.3,242.57,340.9,242.46
29-Aug-85,338.4,240.55,337,240.37
30-Aug-85,335.75,239.82,333.25,238.29
02-Sep-85,335.45,241.98,334.65,242.24
03-Sep-85,332.7,241.7,328.2,239.18
04-Sep-85,325,236.97,326,236.87
05-Sep-85,326,237.01,325.75,236.96
06-Sep-85,318.75,237.78,317.4,239.01
09-Sep-85,320.2,243.87,319.35,244.84
10-Sep-85,320,244.89,321.65,244.6
11-Sep-85,322,244.4,320.75,245.5
12-Sep-85,318,244.94,319.25,244.26
13-Sep-85,321.75,240.38,321.3,238.89
16-Sep-85,318.85,239.56,319.3,239.75
17-Sep-85,318.7,237.04,317.6,236.13
